City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
19,camacupa,-12.0167,17.4833,16.61,99,100,1.22,AO,1679799320
20,saravena,6.9538,-71.8752,27.44,45,98,0.88,CO,1679799320
21,vila do maio,15.1333,-23.2167,20.44,72,24,3.57,CV,1679799321
22,torbay,47.6666,-52.7314,0.32,95,40,10.8,CA,1679799322
23,nikolskoye,59.7035,30.7861,1.94,93,99,2.8,RU,1679799322
24,kodiak,57.79,-152.4072,6.73,57,0,3.6,US,1679799323
25,butaritari,3.0707,172.7902,27.56,80,99,7.22,KI,1679799323
26,atuona,-9.8,-139.0333,27.29,74,48,4.87,PF,1679799324
27,acarau,-2.8856,-40.12,24.95,87,19,2.82,BR,1679799324
28,ribeira grande,38.5167,-28.7,17.1,93,80,9.39,PT,1679799325
29,olafsvik,64.8945,-23.7142,-2.53,69,94,4.88,IS,1679799326
30,santa vitoria do palmar,-33.5189,-53.3681,19.86,90,91,6.05,BR,1679799326
31,prince rupert,54.3161,-130.3201,5.05,70,0,5.14,CA,1679799327
32,flin flon,54.7682,-101.865,-9.77,96,100,3.89,CA,1679799327
33,sertaozinho,-21.1378,-47.9903,24.06,72,100,0.14,BR,1679799221
34,chuy,-33.6971,-53.4616,19.83,89,91,6.03,UY,1679799328
35,busselton,-33.65,115.3333,22.1,47,74,5.43,AU,1679799329
36,iwaki,37.05,140.8833,11.68,96,100,4.45,JP,1679799329
37,mataura,-46.1927,168.8643,14.15,55,100,3.13,NZ,1679799330
38,cape town,-33.9258,18.4232,16.18,93,40,1.54,ZA,1679799300
39,ushuaia,-54.8,-68.3,9.81,53,75,5.14,AR,1679799115
40,warren,39.4334,-84.1666,7.44,74,0,3.09,US,1679799217
41,vaini,-21.2,-175.2,29.09,84,40,6.17,TO,1679799332
42,erenhot,43.6475,111.9767,3.95,12,83,4.65,CN,1679799333
43,yellowknife,62.456,-114.3525,-16.71,51,20,3.6,CA,1679799333
44,punta arenas,-53.15,-70.9167,9.06,61,40,15.43,CL,1679799149
45,kapaa,22.0752,-159.319,27.18,81,75,5.14,US,1679799334
46,safranbolu,41.2508,32.6942,8.23,90,2,0.24,TR,1679799335
47,new norfolk,-42.7826,147.0587,20.5,40,0,0.89,AU,1679799336
48,aitape,-3.1374,142.3475,28.84,74,77,2.07,PG,1679799336
49,itacare,-14.2775,-38.9967,24.16,88,95,1.93,BR,1679799337
50,sibolga,1.7427,98.7792,26.09,80,100,0.46,ID,1679799337
51,hithadhoo,-0.6,73.0833,28.04,76,58,3.77,MV,1679799338
52,teknaf,20.8624,92.3058,28.02,53,0,3.11,BD,1679799338
53,ahipara,-35.1667,173.1667,21.21,54,15,2.81,NZ,1679799339
54,tiznit,29.5833,-9.5,19.32,34,0,0.8,MA,1679799340
55,san luis,-33.295,-66.3356,17.7,60,0,4.37,AR,1679799340
56,maneadero,31.7167,-116.5667,12.83,70,2,3.13,MX,1679799341
57,mount gambier,-37.8333,140.7667,15.9,55,100,1.59,AU,1679799342
58,bartica,6.4,-58.6167,24.18,95,30,1.09,GY,1679799342
59,arraial do cabo,-22.9661,-42.0278,24.49,89,70,3.05,BR,1679799343
60,norman wells,65.282,-126.8329,-4.98,68,75,8.23,CA,1679799343
61,kodinsk,58.6881,99.1844,0.94,99,100,4.41,RU,1679799344
62,port alfred,-33.5906,26.891,18.99,80,53,3.58,ZA,1679799344
63,xinmin,41.9908,122.8253,5.32,16,0,3.56,CN,1679799345
64,pevek,69.7008,170.3133,-15.3,91,100,2.39,RU,1679799345
65,narsaq,60.9167,-46.05,-3.88,68,11,3.79,GL,1679799346
66,ostrovnoy,68.0531,39.5131,-8.53,75,99,5.33,RU,1679799346
67,albany,42.6001,-73.9662,3.91,91,100,0.89,US,1679799095
68,sola,-13.8833,167.55,27.95,67,75,1.2,VU,1679799348
69,pochutla,15.7432,-96.4661,26.57,75,0,2.06,MX,1679799349
70,lebu,-37.6167,-73.65,11.68,87,5,7.6,CL,1679799349
71,naze,28.3667,129.4833,17.51,86,100,6.33,JP,1679799350
72,richards bay,-28.783,32.0377,23.67,75,0,6.13,ZA,1679799297
73,kaitangata,-46.2817,169.8464,16.68,53,70,3.29,NZ,1679799351
74,ismailia,30.6043,32.2723,13.36,91,6,4.33,EG,1679799351
75,mayo,38.8876,-76.5119,12.29,95,100,0.0,US,1679799241
76,kruisfontein,-34.0033,24.7314,18.82,86,48,10.52,ZA,1679799352
77,severo-kurilsk,50.6789,156.125,-0.94,74,78,12.94,RU,1679799353
78,taoudenni,22.6783,-3.9836,24.21,11,2,6.83,ML,1679799354
79,nome,64.5011,-165.4064,-0.47,100,100,12.86,US,1679799355
80,gimli,50.6336,-96.9907,-5.99,49,7,3.09,CA,1679799355
81,thompson,55.7435,-97.8558,-10.91,85,100,5.14,CA,1679799111
82,cidreira,-30.1811,-50.2056,22.25,93,91,5.26,BR,1679799356
83,upernavik,72.7868,-56.1549,-28.11,87,14,2.76,GL,1679799357
84,quatre cocos,-20.2078,57.7625,26.06,81,36,5.27,MU,1679799305
85,tuktoyaktuk,69.4541,-133.0374,-13.0,78,20,4.63,CA,1679799358
86,castro,-24.7911,-50.0119,17.7,96,77,1.74,BR,1679799358
87,bubaque,11.2833,-15.8333,24.82,73,35,8.26,GW,1679799359
88,fukue,32.6881,128.8419,13.2,82,75,6.17,JP,1679799360
89,koster,-25.863,26.8976,12.97,89,82,2.18,ZA,1679799360
90,zhigansk,66.7697,123.3711,-10.01,77,16,5.63,RU,1679799361
91,avarua,-21.2078,-159.775,28.03,78,40,3.09,CK,1679799361
92,alice springs,-23.7,133.8833,35.75,17,3,4.63,AU,1679799179
93,severnyy,50.677,36.5532,6.02,93,75,4.02,RU,1679799362
94,luchenza,-16.0069,35.3095,17.99,98,100,0.71,MW,1679799363
95,magway,20.15,94.9167,31.27,30,4,1.27,MM,1679799364
96,morehead,37.2711,-87.1764,8.88,88,0,0.0,US,1679799364
97,shagamu,6.8432,3.6478,26.88,81,100,0.72,NG,1679799365
98,ouallam,14.3188,2.0866,26.39,11,2,4.47,NE,1679799365
99,pasni,25.2631,63.471,23.07,60,0,3.12,PK,1679799366
100,jinan,36.6683,116.9972,13.31,20,66,1.35,CN,1679799321
101,jamestown,42.097,-79.2353,5.29,65,100,12.86,US,1679799153
102,dovers,12.8833,-61.1833,26.27,68,29,10.35,VC,1679799367
103,khatanga,71.9667,102.5,-17.18,81,100,1.4,RU,1679799368
104,dunedin,-45.8742,170.5036,14.13,78,84,3.42,NZ,1679799206
105,westport,41.1415,-73.3579,7.26,92,100,4.63,US,1679799369
106,ust-kuyga,70.0167,135.6,-12.83,85,79,3.14,RU,1679799369
107,airai,-8.9266,125.4092,23.68,60,87,0.79,TL,1679799370
108,zyryanka,65.75,150.85,-18.91,77,27,2.2,RU,1679799371
109,leningradskiy,69.3833,178.4167,-11.74,90,27,2.17,RU,1679799371
110,saint-pierre,-21.3393,55.4781,23.82,88,75,6.69,RE,1679799372
111,llanes,43.4198,-4.7549,12.72,87,83,5.47,ES,1679799372
112,port hardy,50.6996,-127.4199,6.1,70,40,4.63,CA,1679799373
113,barrow,71.2906,-156.7887,-15.99,78,100,10.29,US,1679799373
114,coihaique,-45.5752,-72.0662,7.34,97,98,2.54,CL,1679799374
115,chokurdakh,70.6333,147.9167,-23.29,88,8,1.45,RU,1679799374
116,saskylakh,71.9167,114.0833,-16.89,93,57,2.47,RU,1679799375
117,sungairaya,0.7,108.9,26.63,74,97,2.54,ID,1679799376
118,manapparai,10.6,78.4167,27.48,68,48,2.03,IN,1679799377
119,shiraoi,42.55,141.35,7.1,91,100,5.64,JP,1679799378
120,surt,31.2089,16.5887,16.53,77,0,5.28,LY,1679799304
121,bajina basta,43.9708,19.5675,7.23,89,1,1.26,RS,1679799379
122,provideniya,64.3833,-173.3,0.17,84,96,10.5,RU,1679799379
123,qaanaaq,77.484,-69.3632,-24.41,64,1,3.07,GL,1679799380
124,seoul,37.5683,126.9778,14.66,24,0,6.17,KR,1679799380
125,xinzhi,36.4989,111.7047,13.15,32,100,0.93,CN,1679799381
126,graaff-reinet,-32.2522,24.5308,16.07,69,4,1.76,ZA,1679799382
127,zhigalovo,54.8097,105.1578,0.37,83,92,2.11,RU,1679799382
128,muroto,33.2833,134.15,15.04,87,100,2.57,JP,1679799383
129,hermanus,-34.4187,19.2345,13.78,85,31,2.31,ZA,1679799383
130,eyl,7.9803,49.8164,27.11,69,46,3.67,SO,1679799384
131,barkhan,29.8977,69.5256,14.33,64,11,0.16,PK,1679799385
132,hofn,64.2539,-15.2082,-3.76,62,61,4.83,IS,1679799385
133,esperance,-33.8667,121.9,18.31,79,100,6.31,AU,1679799386
134,blyznyuky,48.8578,36.5551,7.16,94,20,5.13,UA,1679799386
135,zanjan,36.6736,48.4787,8.62,76,83,3.33,IR,1679799387
136,kununurra,-15.7667,128.7333,33.99,52,40,3.09,AU,1679799221
137,dikson,73.5069,80.5464,-22.39,100,100,1.93,RU,1679799388
138,pemangkat,1.1667,108.9667,25.87,79,98,1.9,ID,1679799389
139,bathsheba,13.2167,-59.5167,26.34,69,20,8.23,BB,1679799389
140,puerto del rosario,28.5004,-13.8627,16.86,88,75,3.6,ES,1679799329
141,san martin,-33.081,-68.4681,23.3,28,95,3.98,AR,1679799390
142,mount pleasant,32.7941,-79.8626,20.12,94,0,0.89,US,1679799328
143,tura,25.5198,90.2201,25.46,56,0,1.97,IN,1679799391
144,katsuura,35.1333,140.3,14.01,95,100,6.23,JP,1679799392
145,oksfjord,70.2396,22.3479,-4.9,89,64,3.13,NO,1679799393
146,gasa,31.5,34.4667,17.16,83,5,5.79,PS,1679799393
147,bosobolo,4.1833,19.9,21.14,91,86,0.67,CD,1679799394
148,qaqortoq,60.7167,-46.0333,-9.62,77,21,3.59,GL,1679799395
149,antofagasta,-23.65,-70.4,21.6,82,2,0.6,CL,1679799148
150,vangaindrano,-23.35,47.6,22.43,91,90,1.16,MG,1679799396
151,fairbanks,64.8378,-147.7164,-5.81,52,20,2.06,US,1679799114
152,saint-philippe,-21.3585,55.7679,23.77,87,61,4.92,RE,1679799396
153,asyut,27.181,31.1837,15.1,72,0,4.51,EG,1679799397
154,tiksi,71.6872,128.8694,-12.13,91,100,1.05,RU,1679799398
155,puerto ayora,-0.7393,-90.3518,26.97,88,58,1.79,EC,1679799215
156,kalat,29.0225,66.5916,8.56,51,0,1.55,PK,1679799398
157,faanui,-16.4833,-151.75,28.33,68,21,2.95,PF,1679799400
158,rusape,-18.5278,32.1284,12.3,94,32,0.83,ZW,1679799401
159,lubao,14.9167,120.55,33.04,45,18,2.84,PH,1679799402
160,gao,16.6362,1.637,23.88,18,0,6.17,ML,1679799402
161,lynn haven,30.2455,-85.6483,23.06,98,100,4.63,US,1679799403
162,henties bay,-22.116,14.2845,16.3,93,4,1.36,NA,1679799403
163,axim,4.8699,-2.2405,26.31,80,85,1.83,GH,1679799404
164,fortuna,40.5982,-124.1573,8.19,85,75,0.0,US,1679799404
165,sturgeon bay,44.8342,-87.377,0.22,74,0,0.0,US,1679799405
166,mar del plata,-38.0023,-57.5575,18.38,81,75,8.23,AR,1679799405
167,itarema,-2.9248,-39.9167,24.95,87,21,2.54,BR,1679799406
168,bredasdorp,-34.5322,20.0403,15.36,85,6,2.62,ZA,1679799407
169,sao filipe,14.8961,-24.4956,21.43,68,78,2.31,CV,1679799407
170,cocal,-28.6167,-49.35,21.01,97,95,1.63,BR,1679799408
171,paamiut,61.994,-49.6678,-11.0,75,99,3.75,GL,1679799409
172,troitskoye,52.9821,84.6757,0.91,74,100,3.18,RU,1679799409
173,sisimiut,66.9395,-53.6735,-13.61,81,100,2.41,GL,1679799410
174,atar,20.5169,-13.0499,26.01,25,0,1.42,MR,1679799410
175,mao,39.8885,4.2658,14.31,94,100,5.14,ES,1679799411
176,pattani,6.75,100.4167,29.84,49,58,0.56,TH,1679799412
177,clyde river,70.4692,-68.5914,-28.87,76,100,2.57,CA,1679799412
178,longyearbyen,78.2186,15.6401,-19.09,78,20,4.12,SJ,1679799413
179,bambous virieux,-20.3428,57.7575,26.14,83,75,3.6,MU,1679799413
180,ponta do sol,32.6667,-17.1,20.4,68,93,2.97,PT,1679799414
181,salalah,17.0151,54.0924,24.18,82,41,1.88,OM,1679799414
182,akureyri,65.6835,-18.0878,-13.04,85,20,1.03,IS,1679799415
183,the valley,18.217,-63.0578,25.61,71,2,8.4,AI,1679799415
184,sitka,57.0531,-135.33,1.94,87,100,2.06,US,1679799352
185,ornskoldsvik,63.2909,18.7153,-13.47,92,61,2.57,SE,1679799416
186,kahului,20.8947,-156.47,29.01,67,40,9.77,US,1679799417
187,tasiilaq,65.6145,-37.6368,-13.48,90,100,2.01,GL,1679799417
188,kargil,34.5667,76.1,-8.38,75,90,0.35,IN,1679799418
189,vardo,70.3705,31.1107,-7.01,86,96,7.72,NO,1679799418
190,shimoda,34.6667,138.95,13.2,95,100,7.16,JP,1679799419
191,beringovskiy,63.05,179.3167,-3.4,80,53,11.18,RU,1679799419
192,skibbereen,51.55,-9.2667,8.39,87,100,6.58,IE,1679799420
193,iberia,29.9502,-91.7507,24.04,78,0,0.0,US,1679799420
194,kirksville,40.1948,-92.5833,8.36,80,75,2.06,US,1679799421
195,sorland,67.667,12.6934,-1.08,59,98,5.44,NO,1679799421
196,big spring,32.2504,-101.4787,15.13,17,0,4.63,US,1679799422
197,saint george,37.1041,-113.5841,9.33,33,0,3.6,US,1679799125
198,portland,45.5234,-122.6762,5.99,85,75,6.17,US,1679799376
199,hamilton,39.1834,-84.5333,7.83,74,0,2.57,US,1679799424
200,kita,13.0349,-9.4895,26.84,16,52,1.31,ML,1679799425
201,afzalpur,17.2,76.35,29.05,25,9,1.87,IN,1679799425
202,victoria,22.2855,114.1577,21.25,93,100,1.79,HK,1679799241
203,petropavlovsk-kamchatskiy,53.0452,158.6483,-3.67,39,75,9.0,RU,1679799427
204,praia da vitoria,38.7333,-27.0667,16.53,94,75,11.0,PT,1679799427
205,komsomolskiy,40.4272,71.7189,12.4,58,7,3.09,UZ,1679799428
206,agirish,61.9247,63.0231,0.94,95,100,5.72,RU,1679799429
207,puerto carreno,6.189,-67.4859,27.07,63,100,2.19,CO,1679799430
208,praia,14.9215,-23.5087,20.3,73,20,3.6,CV,1679799430
209,irbil,36.1926,44.0106,18.9,52,75,3.09,IQ,1679799431
210,hasaki,35.7333,140.8333,16.23,90,100,8.02,JP,1679799431
211,baran,25.1,76.5167,24.9,32,0,1.17,IN,1679799432
212,darlawn,24.0167,92.9,21.78,37,28,0.97,IN,1679799433
213,waverly,42.7392,-84.6208,1.96,82,100,7.2,US,1679799434
214,qasigiannguit,68.8193,-51.1922,-26.09,93,26,2.07,GL,1679799434
215,mount isa,-20.7333,139.5,33.87,33,60,4.12,AU,1679799435
216,geraldton,-28.7667,114.6,26.23,61,40,5.66,AU,1679799436
217,bridlington,54.0831,-0.1919,6.05,79,100,5.89,GB,1679799437
218,rio grande,-32.035,-52.0986,21.8,94,84,6.57,BR,1679799437
219,haines junction,60.7522,-137.5108,-4.03,30,99,7.2,CA,1679799438
220,sioux lookout,50.1001,-91.917,-0.96,64,75,4.12,CA,1679799438
221,visnes,59.3556,5.2242,3.03,56,0,11.32,NO,1679799439
222,cartagena,10.3997,-75.5144,25.79,83,20,4.63,CO,1679799439
223,saint-francois,46.4154,3.9054,8.38,91,100,3.93,FR,1679799440
224,coquimbo,-29.9533,-71.3436,17.71,82,0,1.15,CL,1679799441
225,greenville,35.6127,-77.3663,20.02,91,0,5.14,US,1679799351
226,keti bandar,24.1447,67.4497,24.39,60,0,4.1,PK,1679799442
227,aguimes,27.9054,-15.4461,18.7,37,0,6.71,ES,1679799442
228,shache,38.4167,77.2406,13.42,16,100,3.46,CN,1679799443
229,banda aceh,5.5577,95.3222,28.09,71,100,0.98,ID,1679799443
230,cabo san lucas,22.8909,-109.9124,18.43,69,100,4.27,MX,1679799444
231,luderitz,-26.6481,15.1594,17.11,87,0,4.18,NA,1679799445
232,lata,40.1629,-8.3327,15.45,98,100,1.34,PT,1679799445
233,gilbues,-9.8317,-45.3439,24.37,66,99,1.37,BR,1679799446
234,port lincoln,-34.7333,135.8667,20.56,63,100,8.31,AU,1679799447
235,georgiyevka,43.0369,74.7114,8.02,66,8,2.0,KZ,1679799448
236,klaksvik,62.2266,-6.589,-1.49,60,100,10.28,FO,1679799448
237,birjand,32.8663,59.2211,9.26,49,0,7.2,IR,1679799449
238,rindal,63.0565,9.2124,-10.53,68,34,3.0,NO,1679799449
239,pangkalanbuun,-2.6833,111.6167,24.78,89,100,1.14,ID,1679799450
240,eureka,40.8021,-124.1637,8.34,82,26,3.13,US,1679799236
